,"A1 Endurance sport, land-based","A2 Endurance sport, Cycling","A3 Endurance sport, Swimming",B1 Individual Fitness,B2 Group-based Fitness,E Compostional-creative activities,F relaxation-oriented activities,G  Outdoor sports,H1 Team sport games,H2 Net games
2494,0.34,0.31,0.49,0.34,0.5,0.79,0.49,0.38,0.09,0.3
2495,0.33,0.38,0.57,0.46,0.6,0.33,0.68,0.08,0.04,0.23
2496,0.48,0.59,0.33,0.45,0.13,0.16,0.05,0.64,0.69,0.73
2497,0.68,0.52,0.2,0.4,0.09,0.08,0.04,0.32,0.24,0.17
2498,0.8,0.2,0.27,0.41,0.34,0.25,0.56,0.46,0.02,0.13
2499,0.53,0.4,0.28,0.34,0.09,0.18,0.15,0.46,0.16,0.23
2500,0.78,0.59,0.41,0.53,0.44,0.1,0.51,0.42,0.06,0.35
2501,0.49,0.42,0.23,0.19,0.1,0.13,0.03,0.17,0.18,0.27
2502,0.48,0.21,0.37,0.42,0.22,0.37,0.41,0.14,0.04,0.2
2503,0.54,0.59,0.35,0.45,0.13,0.03,0.06,0.26,0.35,0.36
2504,0.34,0.11,0.31,0.31,0.39,0.69,0.22,0.15,0.1,0.27
2505,0.51,0.55,0.32,0.65,0.18,0.06,0.12,0.23,0.24,0.18
2506,0.54,0.26,0.55,0.31,0.72,0.25,0.22,0.22,0.05,0.1
2507,0.54,0.29,0.43,0.56,0.5,0.11,0.47,0.21,0.11,0.33
2508,0.31,0.16,0.28,0.44,0.47,0.8,0.22,0.45,0.34,0.25
2509,0.57,0.3,0.36,0.53,0.27,0.08,0.24,0.31,0.29,0.36
2510,0.65,0.42,0.47,0.43,0.51,0.57,0.76,0.24,0.02,0.12
2511,0.41,0.15,0.26,0.77,0.25,0.55,0.25,0.38,0.13,0.24
2512,0.4,0.26,0.3,0.23,0.69,0.31,0.34,0.06,0.03,0.21
2513,0.62,0.78,0.42,0.35,0.14,0.1,0.08,0.49,0.12,0.18
2514,0.7,0.56,0.43,0.48,0.5,0.39,0.59,0.28,0.02,0.16
2515,0.69,0.56,0.49,0.59,0.52,0.28,0.66,0.43,0.04,0.41
2516,0.54,0.6,0.25,0.41,0.09,0.05,0.15,0.33,0.51,0.38
2517,0.18,0.19,0.26,0.6,0.25,0.44,0.07,0.17,0.61,0.51
2518,0.51,0.24,0.37,0.25,0.44,0.29,0.27,0.39,0.08,0.19
2519,0.63,0.47,0.55,0.47,0.48,0.23,0.72,0.14,0.02,0.12
2520,0.68,0.66,0.38,0.54,0.07,0.02,0.05,0.25,0.07,0.13
2521,0.39,0.19,0.43,0.27,0.64,0.6,0.41,0.34,0.06,0.28
2522,0.66,0.59,0.41,0.6,0.6,0.21,0.67,0.42,0.03,0.2
2523,0.69,0.44,0.43,0.36,0.44,0.11,0.74,0.17,0.03,0.15
2524,0.71,0.58,0.57,0.54,0.47,0.43,0.67,0.41,0.07,0.13
2525,0.33,0.18,0.25,0.63,0.14,0.07,0.03,0.25,0.7,0.33
2526,0.57,0.71,0.23,0.27,0.1,0.09,0.08,0.62,0.13,0.22
2527,0.68,0.45,0.55,0.56,0.37,0.28,0.8,0.58,0.04,0.21
2528,0.54,0.72,0.29,0.33,0.18,0.18,0.21,0.75,0.6,0.64
2529,0.5,0.4,0.44,0.49,0.25,0.03,0.13,0.17,0.3,0.27
2530,0.41,0.24,0.35,0.35,0.58,0.44,0.53,0.1,0.03,0.24
2531,0.45,0.24,0.35,0.41,0.64,0.26,0.58,0.17,0.08,0.24
2532,0.39,0.3,0.23,0.33,0.27,0.1,0.29,0.2,0.14,0.37
2533,0.66,0.48,0.6,0.48,0.6,0.52,0.6,0.46,0.08,0.43
2534,0.41,0.25,0.51,0.42,0.4,0.33,0.79,0.26,0.04,0.24
2535,0.49,0.27,0.21,0.35,0.34,0.11,0.33,0.13,0.05,0.09
2536,0.39,0.18,0.48,0.27,0.71,0.5,0.43,0.28,0.05,0.34
2537,0.76,0.58,0.35,0.51,0.33,0.28,0.57,0.32,0.02,0.08
2538,0.43,0.22,0.2,0.66,0.3,0.27,0.29,0.17,0.18,0.24
2539,0.59,0.57,0.36,0.45,0.13,0.13,0.13,0.66,0.57,0.35
2540,0.68,0.55,0.57,0.49,0.53,0.52,0.82,0.61,0.06,0.25
2541,0.72,0.6,0.48,0.51,0.59,0.34,0.65,0.34,0.06,0.17
2542,0.83,0.67,0.43,0.2,0.06,0.04,0.03,0.33,0.06,0.17
2543,0.51,0.35,0.2,0.42,0.2,0.04,0.11,0.33,0.29,0.3
2544,0.45,0.24,0.32,0.54,0.4,0.23,0.51,0.18,0.05,0.09
2545,0.37,0.14,0.22,0.24,0.32,0.3,0.07,0.18,0.13,0.17
2546,0.37,0.2,0.25,0.55,0.43,0.35,0.15,0.18,0.14,0.31
2547,0.34,0.28,0.12,0.3,0.15,0.21,0.1,0.06,0.07,0.07
2548,0.25,0.32,0.33,0.71,0.06,0.03,0.05,0.33,0.71,0.31
2549,0.56,0.52,0.38,0.24,0.41,0.73,0.41,0.74,0.12,0.52
2550,0.72,0.35,0.42,0.46,0.32,0.11,0.29,0.13,0.02,0.29
2551,0.63,0.34,0.36,0.69,0.37,0.23,0.32,0.36,0.25,0.42
2552,0.64,0.62,0.3,0.48,0.53,0.29,0.61,0.42,0.05,0.22
2553,0.66,0.53,0.46,0.52,0.13,0.02,0.13,0.25,0.34,0.33
2554,0.25,0.14,0.19,0.68,0.26,0.6,0.19,0.36,0.37,0.46
2555,0.55,0.44,0.55,0.53,0.71,0.28,0.72,0.17,0.04,0.17
2556,0.53,0.62,0.27,0.48,0.37,0.55,0.52,0.6,0.03,0.28
2557,0.39,0.16,0.3,0.26,0.29,0.62,0.1,0.18,0.18,0.41
2558,0.31,0.21,0.5,0.54,0.51,0.24,0.76,0.1,0.03,0.12
2559,0.4,0.19,0.22,0.48,0.55,0.15,0.46,0.11,0.03,0.09
2560,0.49,0.28,0.54,0.34,0.76,0.23,0.42,0.25,0.04,0.27
2561,0.32,0.21,0.26,0.36,0.29,0.63,0.19,0.43,0.49,0.51
2562,0.34,0.21,0.21,0.35,0.35,0.76,0.15,0.46,0.45,0.42
2563,0.71,0.52,0.52,0.38,0.41,0.41,0.5,0.48,0.05,0.14
2564,0.47,0.33,0.27,0.75,0.07,0.05,0.05,0.45,0.74,0.63
2565,0.44,0.67,0.25,0.5,0.3,0.18,0.09,0.72,0.62,0.65
2566,0.44,0.31,0.52,0.33,0.57,0.52,0.72,0.3,0.09,0.3
2567,0.71,0.42,0.57,0.51,0.43,0.15,0.74,0.15,0.03,0.12
2568,0.57,0.51,0.47,0.41,0.27,0.68,0.22,0.74,0.31,0.58
2569,0.49,0.41,0.53,0.31,0.43,0.69,0.63,0.3,0.05,0.21
2570,0.53,0.44,0.34,0.55,0.55,0.14,0.45,0.26,0.02,0.25
2571,0.45,0.45,0.14,0.42,0.48,0.14,0.12,0.34,0.12,0.39
2572,0.32,0.13,0.23,0.51,0.12,0.08,0.04,0.18,0.74,0.18
2573,0.53,0.48,0.42,0.29,0.62,0.67,0.7,0.48,0.04,0.32
2574,0.36,0.27,0.34,0.34,0.36,0.32,0.37,0.05,0.02,0.06
2575,0.4,0.2,0.21,0.71,0.22,0.51,0.29,0.38,0.14,0.3
2576,0.65,0.71,0.31,0.49,0.1,0.05,0.11,0.41,0.13,0.16
2577,0.59,0.69,0.38,0.4,0.12,0.12,0.15,0.49,0.17,0.29
2578,0.54,0.51,0.46,0.44,0.15,0.09,0.39,0.23,0.13,0.25
2579,0.71,0.18,0.38,0.48,0.39,0.25,0.27,0.21,0.04,0.32
2580,0.58,0.72,0.36,0.57,0.1,0.05,0.21,0.57,0.08,0.17
2581,0.47,0.38,0.48,0.59,0.55,0.41,0.57,0.32,0.06,0.26
2582,0.48,0.43,0.35,0.48,0.41,0.31,0.3,0.27,0.05,0.2
2583,0.5,0.25,0.21,0.41,0.65,0.23,0.19,0.08,0.03,0.07
2584,0.7,0.8,0.58,0.56,0.09,0.05,0.13,0.35,0.08,0.14
2585,0.65,0.6,0.26,0.59,0.46,0.21,0.57,0.24,0.03,0.09
2586,0.72,0.61,0.48,0.53,0.36,0.22,0.65,0.34,0.05,0.23
2587,0.56,0.42,0.3,0.73,0.14,0.06,0.05,0.46,0.44,0.17
2588,0.65,0.5,0.56,0.56,0.29,0.43,0.46,0.55,0.06,0.2
2589,0.67,0.45,0.6,0.47,0.53,0.22,0.72,0.13,0.02,0.14
2590,0.68,0.78,0.58,0.44,0.09,0.05,0.2,0.33,0.08,0.17
2591,0.24,0.19,0.33,0.29,0.16,0.24,0.14,0.37,0.72,0.48
2592,0.33,0.33,0.24,0.66,0.09,0.08,0.04,0.22,0.73,0.23
2593,0.42,0.16,0.24,0.69,0.33,0.49,0.27,0.24,0.17,0.42
2594,0.73,0.58,0.44,0.6,0.3,0.26,0.38,0.3,0.05,0.12
2595,0.36,0.08,0.18,0.24,0.39,0.39,0.09,0.1,0.09,0.27
2596,0.61,0.41,0.5,0.28,0.62,0.31,0.73,0.2,0.04,0.16
2597,0.44,0.18,0.4,0.52,0.5,0.25,0.6,0.13,0.04,0.1
2598,0.29,0.09,0.14,0.45,0.37,0.13,0.3,0.14,0.04,0.1
2599,0.68,0.62,0.49,0.52,0.16,0.04,0.1,0.55,0.29,0.24
2600,0.57,0.52,0.46,0.34,0.35,0.43,0.65,0.58,0.18,0.35
2601,0.6,0.42,0.38,0.3,0.38,0.11,0.31,0.7,0.58,0.54
2602,0.37,0.22,0.29,0.39,0.61,0.17,0.33,0.07,0.06,0.19
2603,0.6,0.57,0.33,0.4,0.52,0.58,0.61,0.57,0.03,0.51
2604,0.68,0.74,0.37,0.58,0.1,0.04,0.06,0.55,0.09,0.14
2605,0.55,0.23,0.44,0.41,0.35,0.54,0.47,0.55,0.25,0.61
2606,0.41,0.28,0.35,0.26,0.37,0.79,0.46,0.19,0.09,0.17
2607,0.69,0.54,0.38,0.56,0.5,0.12,0.39,0.36,0.19,0.27
2608,0.46,0.23,0.26,0.67,0.4,0.41,0.29,0.08,0.08,0.14
2609,0.7,0.45,0.53,0.36,0.5,0.24,0.73,0.13,0.02,0.08
2610,0.45,0.27,0.28,0.83,0.11,0.04,0.07,0.3,0.43,0.18
2611,0.62,0.48,0.45,0.33,0.31,0.44,0.69,0.31,0.02,0.16
2612,0.61,0.45,0.39,0.59,0.1,0.06,0.09,0.47,0.71,0.31
2613,0.64,0.64,0.4,0.66,0.08,0.05,0.07,0.43,0.38,0.18
2614,0.2,0.11,0.07,0.62,0.12,0.11,0.03,0.07,0.88,0.44
2615,0.61,0.53,0.48,0.5,0.65,0.31,0.58,0.41,0.05,0.23
2616,0.35,0.28,0.23,0.31,0.35,0.16,0.09,0.07,0.07,0.18
2617,0.57,0.59,0.51,0.49,0.71,0.3,0.54,0.47,0.04,0.3
2618,0.53,0.36,0.47,0.5,0.61,0.49,0.35,0.23,0.05,0.15
2619,0.71,0.39,0.49,0.5,0.55,0.2,0.63,0.16,0.02,0.11
2620,0.51,0.54,0.39,0.53,0.57,0.27,0.66,0.48,0.03,0.52
2621,0.36,0.41,0.31,0.41,0.37,0.04,0.03,0.08,0.12,0.16
2622,0.7,0.45,0.54,0.53,0.57,0.32,0.78,0.55,0.04,0.22
2623,0.56,0.3,0.32,0.22,0.4,0.06,0.27,0.08,0.06,0.11
2624,0.66,0.46,0.57,0.57,0.64,0.38,0.64,0.28,0.04,0.13
2625,0.33,0.35,0.47,0.48,0.59,0.2,0.57,0.1,0.03,0.29
2626,0.5,0.25,0.35,0.51,0.22,0.1,0.09,0.07,0.13,0.36
2627,0.55,0.46,0.17,0.35,0.3,0.06,0.05,0.22,0.11,0.26
2628,0.32,0.28,0.25,0.4,0.2,0.04,0.04,0.1,0.13,0.17
2629,0.38,0.2,0.46,0.32,0.73,0.35,0.42,0.32,0.07,0.29
2630,0.38,0.46,0.28,0.54,0.35,0.74,0.3,0.69,0.24,0.37
2631,0.68,0.43,0.23,0.2,0.15,0.28,0.4,0.08,0.03,0.05
2632,0.36,0.34,0.25,0.29,0.65,0.17,0.54,0.1,0.02,0.08
2633,0.46,0.5,0.26,0.36,0.18,0.33,0.07,0.78,0.74,0.64
2634,0.62,0.41,0.53,0.49,0.53,0.11,0.71,0.31,0.1,0.27
2635,0.6,0.47,0.41,0.44,0.53,0.11,0.47,0.54,0.13,0.56
2636,0.31,0.11,0.18,0.35,0.17,0.05,0.03,0.27,0.4,0.31
2637,0.68,0.59,0.26,0.4,0.09,0.06,0.03,0.08,0.07,0.13
2638,0.57,0.42,0.5,0.51,0.52,0.71,0.65,0.47,0.07,0.11
2639,0.67,0.53,0.58,0.42,0.53,0.64,0.74,0.66,0.07,0.28
2640,0.34,0.23,0.2,0.84,0.07,0.03,0.04,0.15,0.58,0.16
2641,0.75,0.42,0.44,0.46,0.44,0.16,0.58,0.21,0.06,0.15
2642,0.7,0.61,0.4,0.33,0.5,0.56,0.7,0.71,0.04,0.38
2643,0.69,0.68,0.47,0.51,0.12,0.09,0.11,0.5,0.29,0.36
2644,0.33,0.21,0.39,0.29,0.58,0.37,0.47,0.12,0.05,0.3
2645,0.5,0.36,0.39,0.42,0.54,0.33,0.64,0.24,0.09,0.3
2646,0.7,0.61,0.55,0.6,0.44,0.32,0.74,0.35,0.02,0.13
2647,0.37,0.3,0.39,0.69,0.46,0.23,0.21,0.19,0.06,0.22
2648,0.73,0.66,0.49,0.52,0.06,0.07,0.26,0.57,0.08,0.12
2649,0.55,0.37,0.56,0.39,0.43,0.23,0.81,0.24,0.03,0.08
2650,0.62,0.42,0.22,0.23,0.26,0.22,0.15,0.19,0.08,0.16
2651,0.65,0.58,0.48,0.63,0.52,0.17,0.76,0.45,0.05,0.17
2652,0.6,0.48,0.28,0.55,0.71,0.2,0.57,0.45,0.06,0.37
2653,0.41,0.36,0.39,0.35,0.64,0.71,0.24,0.51,0.25,0.14
2654,0.74,0.47,0.61,0.52,0.52,0.57,0.76,0.57,0.06,0.14
2655,0.74,0.58,0.53,0.25,0.35,0.45,0.8,0.72,0.03,0.18
2656,0.49,0.18,0.19,0.67,0.05,0.04,0.05,0.15,0.48,0.33
2657,0.69,0.77,0.55,0.53,0.08,0.07,0.09,0.6,0.16,0.18
2658,0.43,0.36,0.45,0.54,0.56,0.36,0.52,0.19,0.06,0.17
2659,0.66,0.24,0.16,0.47,0.63,0.13,0.37,0.19,0.03,0.09
2660,0.7,0.55,0.51,0.38,0.62,0.43,0.45,0.23,0.03,0.26
2661,0.68,0.6,0.57,0.6,0.66,0.27,0.63,0.33,0.03,0.15
2662,0.45,0.32,0.5,0.49,0.46,0.2,0.76,0.09,0.02,0.04
2663,0.57,0.41,0.24,0.59,0.11,0.04,0.13,0.38,0.19,0.17
2664,0.38,0.03,0.1,0.35,0.45,0.05,0.43,0.09,0.02,0.02
2665,0.43,0.45,0.22,0.69,0.18,0.05,0.04,0.44,0.52,0.33
2666,0.62,0.39,0.17,0.44,0.1,0.05,0.03,0.28,0.65,0.56
2667,0.76,0.51,0.36,0.52,0.21,0.28,0.41,0.46,0.02,0.08
2668,0.46,0.33,0.45,0.54,0.44,0.23,0.61,0.26,0.12,0.25
2669,0.51,0.18,0.25,0.71,0.31,0.31,0.07,0.22,0.37,0.27
2670,0.43,0.2,0.3,0.58,0.35,0.43,0.32,0.31,0.39,0.52
2671,0.65,0.53,0.18,0.58,0.46,0.25,0.62,0.36,0.03,0.18
2672,0.62,0.57,0.52,0.59,0.35,0.17,0.53,0.25,0.02,0.34
2673,0.46,0.47,0.46,0.66,0.46,0.42,0.39,0.25,0.14,0.23
2674,0.62,0.47,0.52,0.58,0.6,0.15,0.75,0.25,0.03,0.12
2675,0.37,0.28,0.3,0.28,0.33,0.2,0.25,0.16,0.04,0.33
2676,0.71,0.58,0.46,0.57,0.39,0.3,0.59,0.3,0.02,0.11
2677,0.67,0.36,0.53,0.47,0.51,0.13,0.75,0.12,0.05,0.07
2678,0.54,0.16,0.22,0.32,0.31,0.09,0.42,0.02,0.02,0.03
2679,0.5,0.23,0.16,0.81,0.12,0.04,0.04,0.24,0.5,0.19
2680,0.75,0.26,0.1,0.43,0.47,0.13,0.12,0.16,0.02,0.11
2681,0.5,0.41,0.52,0.36,0.71,0.35,0.54,0.2,0.03,0.34
2682,0.4,0.42,0.38,0.3,0.34,0.79,0.21,0.8,0.38,0.6
2683,0.48,0.48,0.2,0.45,0.28,0.07,0.11,0.24,0.24,0.5
2684,0.41,0.15,0.22,0.81,0.05,0.04,0.05,0.34,0.73,0.21
2685,0.64,0.64,0.31,0.51,0.11,0.02,0.04,0.11,0.11,0.37
2686,0.67,0.45,0.49,0.52,0.47,0.16,0.71,0.25,0.06,0.19
2687,0.57,0.51,0.2,0.5,0.69,0.46,0.42,0.39,0.02,0.32
2688,0.59,0.41,0.48,0.37,0.32,0.34,0.25,0.15,0.02,0.16
2689,0.17,0.26,0.14,0.47,0.08,0.11,0.03,0.39,0.88,0.56
2690,0.27,0.24,0.1,0.23,0.05,0.11,0.04,0.12,0.31,0.25
2691,0.6,0.36,0.47,0.58,0.58,0.17,0.32,0.28,0.11,0.2
2692,0.41,0.27,0.25,0.47,0.27,0.71,0.08,0.13,0.43,0.58
2693,0.32,0.21,0.19,0.75,0.1,0.05,0.04,0.18,0.63,0.45
2694,0.39,0.13,0.19,0.52,0.27,0.2,0.27,0.12,0.14,0.16
2695,0.43,0.48,0.3,0.49,0.25,0.06,0.12,0.14,0.08,0.11
2696,0.53,0.66,0.46,0.58,0.2,0.08,0.08,0.63,0.56,0.61
2697,0.41,0.4,0.36,0.53,0.1,0.02,0.05,0.23,0.46,0.47
2698,0.65,0.64,0.43,0.61,0.17,0.04,0.08,0.56,0.32,0.25
2699,0.26,0.16,0.13,0.52,0.67,0.27,0.6,0.08,0.02,0.07
2700,0.53,0.15,0.26,0.52,0.35,0.06,0.32,0.06,0.02,0.06
2701,0.35,0.26,0.3,0.55,0.11,0.13,0.04,0.46,0.88,0.72
2702,0.39,0.21,0.3,0.67,0.1,0.12,0.05,0.32,0.64,0.37
2703,0.54,0.6,0.31,0.49,0.31,0.1,0.03,0.43,0.56,0.41
2704,0.39,0.3,0.25,0.44,0.09,0.03,0.06,0.29,0.61,0.59
2705,0.44,0.3,0.35,0.32,0.56,0.19,0.64,0.12,0.04,0.2
2706,0.51,0.23,0.52,0.23,0.76,0.24,0.54,0.32,0.09,0.33
2707,0.55,0.6,0.48,0.38,0.17,0.12,0.27,0.45,0.16,0.27
2708,0.33,0.12,0.34,0.25,0.14,0.21,0.09,0.16,0.42,0.26
2709,0.5,0.38,0.39,0.5,0.26,0.27,0.46,0.18,0.03,0.16
2710,0.54,0.56,0.44,0.62,0.33,0.14,0.45,0.52,0.07,0.46
2711,0.51,0.43,0.3,0.54,0.1,0.07,0.07,0.59,0.52,0.58
2712,0.55,0.24,0.5,0.21,0.58,0.11,0.17,0.19,0.06,0.26
2713,0.58,0.54,0.29,0.21,0.36,0.61,0.29,0.8,0.15,0.45
2714,0.55,0.42,0.29,0.38,0.64,0.33,0.42,0.1,0.02,0.05
2715,0.72,0.62,0.46,0.59,0.47,0.17,0.77,0.49,0.05,0.2
2716,0.59,0.44,0.56,0.51,0.45,0.3,0.59,0.16,0.02,0.24
2717,0.28,0.23,0.08,0.37,0.11,0.17,0.03,0.19,0.6,0.33
2718,0.55,0.71,0.22,0.56,0.27,0.12,0.06,0.42,0.37,0.36
2719,0.72,0.52,0.52,0.48,0.4,0.58,0.71,0.52,0.07,0.09
2720,0.68,0.52,0.54,0.47,0.66,0.37,0.66,0.47,0.04,0.19
2721,0.71,0.52,0.43,0.35,0.54,0.2,0.74,0.47,0.06,0.24
2722,0.4,0.45,0.43,0.43,0.49,0.44,0.71,0.12,0.02,0.1
2723,0.7,0.26,0.18,0.49,0.56,0.15,0.47,0.35,0.03,0.19
2724,0.48,0.18,0.37,0.32,0.35,0.43,0.14,0.24,0.31,0.49
2725,0.35,0.33,0.41,0.44,0.68,0.28,0.29,0.07,0.05,0.2
2726,0.63,0.47,0.3,0.64,0.39,0.36,0.41,0.44,0.1,0.2
2727,0.51,0.36,0.27,0.47,0.62,0.11,0.67,0.14,0.03,0.21
2728,0.71,0.56,0.52,0.55,0.28,0.16,0.69,0.29,0.03,0.16
2729,0.25,0.12,0.19,0.81,0.05,0.04,0.05,0.13,0.37,0.1
2730,0.41,0.15,0.27,0.43,0.2,0.7,0.1,0.41,0.29,0.26
2731,0.39,0.27,0.22,0.31,0.21,0.08,0.45,0.16,0.11,0.45
2732,0.35,0.11,0.27,0.56,0.16,0.31,0.06,0.19,0.77,0.54
2733,0.5,0.3,0.39,0.5,0.64,0.19,0.69,0.11,0.03,0.12
2734,0.6,0.45,0.29,0.41,0.09,0.02,0.05,0.13,0.08,0.09
2735,0.61,0.59,0.34,0.67,0.16,0.03,0.05,0.38,0.38,0.34
2736,0.67,0.53,0.16,0.49,0.06,0.02,0.02,0.12,0.04,0.08
2737,0.58,0.71,0.36,0.39,0.08,0.03,0.03,0.29,0.08,0.13
2738,0.24,0.12,0.47,0.29,0.67,0.31,0.18,0.29,0.07,0.42
2739,0.52,0.4,0.4,0.35,0.4,0.39,0.43,0.31,0.2,0.22
2740,0.61,0.35,0.44,0.42,0.44,0.15,0.71,0.11,0.02,0.05
2741,0.57,0.42,0.57,0.56,0.58,0.31,0.59,0.06,0.02,0.16
2742,0.22,0.15,0.38,0.41,0.21,0.41,0.1,0.36,0.79,0.64
2743,0.36,0.32,0.4,0.55,0.59,0.37,0.21,0.21,0.05,0.19
2744,0.32,0.14,0.13,0.73,0.07,0.03,0.02,0.09,0.79,0.19
2745,0.46,0.56,0.3,0.59,0.22,0.05,0.08,0.26,0.38,0.37
2746,0.45,0.69,0.2,0.21,0.07,0.17,0.13,0.77,0.16,0.24
2747,0.68,0.66,0.53,0.5,0.15,0.06,0.18,0.51,0.22,0.25
2748,0.43,0.35,0.15,0.78,0.09,0.06,0.05,0.4,0.7,0.44
2749,0.38,0.18,0.22,0.17,0.35,0.52,0.21,0.2,0.14,0.3
2750,0.52,0.29,0.45,0.54,0.42,0.6,0.52,0.46,0.1,0.46
2751,0.47,0.38,0.35,0.59,0.36,0.43,0.3,0.36,0.17,0.38
2752,0.23,0.16,0.2,0.45,0.3,0.24,0.44,0.15,0.05,0.22
2753,0.47,0.38,0.33,0.26,0.4,0.6,0.51,0.19,0.1,0.35
2754,0.47,0.37,0.38,0.59,0.15,0.08,0.09,0.53,0.54,0.48
2755,0.63,0.63,0.28,0.23,0.16,0.17,0.11,0.71,0.75,0.67
2756,0.61,0.5,0.46,0.36,0.11,0.02,0.18,0.22,0.13,0.18
2757,0.67,0.38,0.54,0.53,0.59,0.15,0.71,0.14,0.06,0.15
2758,0.53,0.25,0.31,0.76,0.36,0.34,0.35,0.13,0.11,0.15
2759,0.47,0.23,0.28,0.62,0.28,0.42,0.19,0.13,0.2,0.25
2760,0.53,0.54,0.44,0.58,0.1,0.1,0.07,0.57,0.52,0.5
2761,0.51,0.18,0.14,0.36,0.11,0.35,0.25,0.13,0.09,0.08
2762,0.27,0.19,0.1,0.75,0.06,0.13,0.03,0.2,0.64,0.46
2763,0.43,0.37,0.16,0.12,0.16,0.06,0.03,0.16,0.56,0.67
2764,0.37,0.3,0.37,0.47,0.36,0.59,0.2,0.36,0.1,0.35
2765,0.74,0.52,0.3,0.45,0.48,0.31,0.48,0.17,0.02,0.08
2766,0.41,0.16,0.5,0.35,0.7,0.61,0.22,0.3,0.07,0.25
2767,0.44,0.32,0.28,0.37,0.32,0.54,0.12,0.23,0.36,0.44
2768,0.45,0.33,0.33,0.45,0.31,0.19,0.58,0.15,0.04,0.07
2769,0.69,0.74,0.18,0.36,0.22,0.17,0.3,0.6,0.32,0.59
2770,0.53,0.36,0.28,0.73,0.24,0.14,0.3,0.28,0.22,0.28
2771,0.33,0.25,0.13,0.35,0.21,0.39,0.17,0.08,0.09,0.29
2772,0.62,0.67,0.25,0.52,0.11,0.03,0.03,0.23,0.28,0.46
2773,0.2,0.39,0.14,0.26,0.08,0.17,0.09,0.46,0.69,0.41
2774,0.58,0.62,0.19,0.47,0.24,0.11,0.01,0.21,0.12,0.13
2775,0.5,0.4,0.53,0.64,0.5,0.51,0.58,0.46,0.07,0.39
2776,0.29,0.15,0.27,0.71,0.08,0.04,0.03,0.13,0.88,0.47
2777,0.75,0.55,0.58,0.29,0.44,0.52,0.73,0.56,0.04,0.16
2778,0.44,0.35,0.41,0.45,0.75,0.23,0.61,0.22,0.07,0.34
2779,0.35,0.22,0.38,0.24,0.32,0.47,0.12,0.5,0.74,0.65
2780,0.35,0.21,0.28,0.48,0.29,0.4,0.11,0.26,0.74,0.49
2781,0.67,0.33,0.43,0.47,0.3,0.24,0.16,0.47,0.26,0.24
2782,0.19,0.17,0.13,0.57,0.08,0.05,0.03,0.38,0.9,0.77
2783,0.69,0.56,0.53,0.53,0.57,0.46,0.76,0.51,0.06,0.25
2784,0.68,0.7,0.54,0.53,0.15,0.08,0.25,0.48,0.18,0.33
2785,0.49,0.43,0.51,0.47,0.6,0.39,0.42,0.23,0.06,0.38
2786,0.59,0.29,0.43,0.35,0.55,0.56,0.35,0.4,0.16,0.37
2787,0.54,0.39,0.24,0.65,0.16,0.04,0.07,0.26,0.23,0.17
2788,0.56,0.41,0.47,0.47,0.47,0.69,0.53,0.66,0.2,0.5
2789,0.56,0.48,0.24,0.39,0.08,0.16,0.08,0.75,0.45,0.31
2790,0.48,0.55,0.21,0.57,0.44,0.24,0.71,0.46,0.08,0.3
2791,0.61,0.62,0.3,0.49,0.56,0.41,0.37,0.34,0.02,0.09
2792,0.13,0.11,0.09,0.37,0.12,0.11,0.02,0.09,0.9,0.57
2793,0.54,0.42,0.56,0.43,0.55,0.36,0.77,0.15,0.02,0.1
2794,0.49,0.43,0.4,0.55,0.73,0.31,0.42,0.15,0.02,0.23
2795,0.24,0.19,0.23,0.27,0.46,0.52,0.08,0.23,0.62,0.5
2796,0.42,0.18,0.47,0.34,0.64,0.41,0.47,0.33,0.06,0.36
2797,0.34,0.22,0.31,0.51,0.26,0.32,0.14,0.22,0.32,0.34
2798,0.27,0.26,0.11,0.44,0.33,0.05,0.03,0.06,0.08,0.08
2799,0.66,0.44,0.53,0.44,0.42,0.67,0.7,0.23,0.05,0.15
2800,0.75,0.65,0.55,0.49,0.48,0.27,0.77,0.49,0.04,0.18
2801,0.56,0.38,0.35,0.43,0.51,0.12,0.7,0.11,0.02,0.04
2802,0.42,0.3,0.27,0.65,0.26,0.33,0.15,0.27,0.24,0.45
2803,0.38,0.22,0.29,0.6,0.27,0.63,0.34,0.25,0.07,0.28
2804,0.38,0.27,0.19,0.59,0.09,0.05,0.06,0.15,0.34,0.28
2805,0.62,0.41,0.44,0.57,0.51,0.07,0.47,0.18,0.03,0.13
2806,0.23,0.14,0.05,0.8,0.06,0.04,0.02,0.03,0.84,0.23
2807,0.52,0.47,0.25,0.46,0.09,0.09,0.02,0.39,0.85,0.71
2808,0.39,0.21,0.27,0.53,0.45,0.06,0.42,0.1,0.04,0.04
2809,0.45,0.45,0.57,0.7,0.61,0.4,0.4,0.2,0.06,0.2
2810,0.42,0.22,0.25,0.6,0.4,0.23,0.32,0.08,0.04,0.07
2811,0.8,0.6,0.41,0.51,0.25,0.1,0.52,0.4,0.05,0.16
2812,0.32,0.22,0.38,0.4,0.45,0.15,0.34,0.18,0.04,0.17
2813,0.68,0.59,0.36,0.59,0.53,0.11,0.41,0.45,0.03,0.21
2814,0.33,0.32,0.19,0.6,0.1,0.18,0.05,0.48,0.74,0.45
2815,0.44,0.69,0.22,0.56,0.28,0.05,0.06,0.46,0.58,0.71
